Date,Time,Latitude,Logitude,Earthquake Depth in KM,Magnitude,Magnitude Type,Gap,Place,Type
2011/08/27,2011/08/27T15:49:57.820Z,27.936,129.383,35,4.5,mb,101.7,"Ryukyu Islands, Japan",earthquake
2011/08/27,2011/08/27T14:29:27.500Z,37.068,141.103,35,4.9,mb,115.1,"near the east coast of Honshu, Japan",earthquake
2011/08/27,2011/08/27T09:11:41.920Z,32.792,139.393,167.9,4.5,mb,87.8,"Izu Islands, Japan region",earthquake
2011/08/27,2011/08/27T08:43:56.010Z,40.126,142.459,62.6,4.5,mb,135.7,"near the east coast of Honshu, Japan",earthquake
2011/08/27,2011/08/27T07:17:44.380Z,36.803,141.255,35,4.6,mb,128,"near the east coast of Honshu, Japan",earthquake
2011/08/27,2011/08/27T00:16:40.030Z,37.039,141.267,31.7,4.7,mb,128.3,"near the east coast of Honshu, Japan",earthquake
2011/08/26,2011/08/26T20:57:06.160Z,46.791,152.954,69.4,4.6,mb,136.7,Kuril Islands,earthquake
2011/08/26,2011/08/26T19:25:35.960Z,25.548,128.304,35,4.8,mb,52.3,"Ryukyu Islands, Japan",earthquake
2011/08/26,2011/08/26T14:39:10.930Z,36.706,143.867,10,4.7,mb,119.2,"off the east coast of Honshu, Japan",earthquake
2011/08/26,2011/08/26T09:35:24.810Z,27.115,143.392,10,4.7,mb,105.5,"Bonin Islands, Japan region",earthquake
2011/08/25,2011/08/25T23:34:12.340Z,38.908,141.877,76.3,4.5,mb,135.6,"near the east coast of Honshu, Japan",earthquake
2011/08/25,2011/08/25T16:02:15.450Z,47.34,152.334,99.5,5.3,mwc,28.3,Kuril Islands,earthquake
2011/08/25,2011/08/25T04:07:52.830Z,39.773,142.172,46.4,4.7,mb,131.3,"near the east coast of Honshu, Japan",earthquake
2011/08/25,2011/08/25T02:14:50.250Z,36.106,143.452,19.6,5,mb,94.4,"off the east coast of Honshu, Japan",earthquake
2011/08/24,2011/08/24T18:25:02.320Z,36.389,141.852,39.2,4.5,mb,184.4,"near the east coast of Honshu, Japan",earthquake
2011/08/24,2011/08/24T16:22:30.330Z,29.539,130.705,50.6,4.9,mwc,68.7,"Ryukyu Islands, Japan",earthquake
2011/08/23,2011/08/23T23:32:54.050Z,36.973,142.349,26.5,4.6,mb,128,"off the east coast of Honshu, Japan",earthquake
2011/08/23,2011/08/23T14:56:21.620Z,36.782,141.799,29.5,4.5,mb,156.1,"near the east coast of Honshu, Japan",earthquake
2011/08/23,2011/08/23T08:27:20.850Z,36.829,141.013,58.1,4.5,mb,120.1,"near the east coast of Honshu, Japan",earthquake
2011/08/23,2011/08/23T06:04:58.120Z,42.096,142.465,66.5,4.8,mb,76.5,"Hokkaido, Japan region",earthquake
2011/08/22,2011/08/22T22:04:52.260Z,37.208,140.945,57.1,4.8,mb,108.5,"eastern Honshu, Japan",earthquake
2011/08/22,2011/08/22T19:24:26.110Z,36.009,141.999,36.9,4.5,mb,127,"near the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T15:49:45.600Z,36.167,141.963,20.5,4.6,mb,167.8,"near the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T12:17:07.010Z,36.204,141.748,31.9,4.7,mb,119.1,"near the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T12:11:26.010Z,36.005,141.853,28.6,4.9,mb,71.3,"near the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T11:23:35.250Z,36.083,141.688,12,5.9,mww,22.7,"near the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T11:23:11.770Z,36.044,141.897,17.8,4.7,mb,111,"near the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T08:36:22.810Z,36.038,140.008,80.8,4.7,mb,108.5,"near the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T05:49:07.880Z,36.843,143.97,10,4.6,mb,119.4,"off the east coast of Honshu, Japan",earthquake
2011/08/22,2011/08/22T00:07:08.280Z,42.693,143.283,26.6,4.7,mb,118.3,"Hokkaido, Japan region",earthquake
2011/08/21,2011/08/21T22:05:45.750Z,37.06,141.101,65.5,4.7,mb,128,"near the east coast of Honshu, Japan",earthquake
2011/08/21,2011/08/21T21:39:54.280Z,36.862,140.427,26.5,4.6,mb,88.4,"near the east coast of Honshu, Japan",earthquake
2011/08/20,2011/08/20T22:58:42.280Z,38.638,141.885,62.6,4.9,mb,122.1,"near the east coast of Honshu, Japan",earthquake
2011/08/20,2011/08/20T19:37:24.130Z,38.61,141.847,48.3,4.7,mb,75.2,"near the east coast of Honshu, Japan",earthquake
2011/08/20,2011/08/20T16:26:26.020Z,35.181,139.981,91.9,4.5,mb,105.9,"near the south coast of Honshu, Japan",earthquake
2011/08/20,2011/08/20T14:12:06.480Z,36.253,141.801,35,4.9,mwc,117.2,"near the east coast of Honshu, Japan",earthquake
2011/08/20,2011/08/20T11:02:51.860Z,38.197,141.737,59.2,4.5,mb,129.7,"near the east coast of Honshu, Japan",earthquake
2011/08/20,2011/08/20T07:29:53.790Z,37.541,144.293,10,4.5,mb,143.9,"off the east coast of Honshu, Japan",earthquake
2011/08/19,2011/08/19T22:04:12.230Z,44.43,147.23,93.2,4.9,mb,136.7,Kuril Islands,earthquake
2011/08/19,2011/08/19T19:10:10.680Z,45.885,142.471,308,5.1,mb,30.8,"Hokkaido, Japan region",earthquake
2011/08/19,2011/08/19T11:39:47.170Z,46.524,153.276,34.9,5.2,mwc,37.2,Kuril Islands,earthquake
2011/08/19,2011/08/19T05:36:33.040Z,37.671,141.652,47,6.2,mww,10,"near the east coast of Honshu, Japan",earthquake
2011/08/19,2011/08/19T04:51:03.020Z,39.093,141.969,40.9,4.5,mb,121.4,"eastern Honshu, Japan",earthquake
2011/08/19,2011/08/19T02:28:50.890Z,43.313,146.035,104.5,4.7,mb,104,Kuril Islands,earthquake
2011/08/19,2011/08/19T00:42:17.990Z,37.68,144.606,6.7,4.6,mb,128.7,"off the east coast of Honshu, Japan",earthquake
2011/08/18,2011/08/18T16:39:41.770Z,44.183,145.972,118,4.7,mb,131.7,"Hokkaido, Japan region",earthquake
2011/08/18,2011/08/18T15:47:27.240Z,36.769,144.061,10,4.8,mb,128.3,"off the east coast of Honshu, Japan",earthquake
2011/08/18,2011/08/18T10:34:31.470Z,36.067,142.041,40,4.6,mb,117.6,"off the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T23:54:23.710Z,36.766,143.713,35,4.8,mb,136.8,"off the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T16:32:41.840Z,36.21,139.86,93.2,4.6,mb,119.6,"eastern Honshu, Japan",earthquake
2011/08/17,2011/08/17T13:48:59.450Z,36.096,142.167,10,4.5,mb,118.2,"off the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T11:44:08.370Z,36.765,143.77,9,6.1,mww,15.7,"off the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T08:45:54.190Z,35.487,140.793,35,4.8,mb,110.6,"near the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T07:55:38.900Z,35.427,140.897,39.8,4.6,mb,111,"near the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T03:14:30.680Z,38.368,142.078,39.5,4.6,mb,120,"near the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T03:05:07.240Z,38.395,142.093,42,5,mwc,89.9,"near the east coast of Honshu, Japan",earthquake
2011/08/17,2011/08/17T00:23:16.580Z,36.022,139.638,88.9,4.6,mb,113.8,"eastern Honshu, Japan",earthquake
2011/08/16,2011/08/16T19:35:20.500Z,40.138,142.307,49.9,5.3,mwb,39.6,"near the east coast of Honshu, Japan",earthquake
2011/08/16,2011/08/16T16:11:28.810Z,38.368,142.251,39.5,4.5,mb,135.8,"near the east coast of Honshu, Japan",earthquake
2011/08/16,2011/08/16T14:57:02.770Z,37.204,142.031,36.6,4.6,mb,119.1,"off the east coast of Honshu, Japan",earthquake
2011/08/16,2011/08/16T12:43:01.790Z,38.072,143.491,25.8,5,mwc,119.7,"off the east coast of Honshu, Japan",earthquake
2011/08/16,2011/08/16T10:16:16.120Z,36.773,140.433,18.8,4.6,mb,117.8,"near the east coast of Honshu, Japan",earthquake
2011/08/16,2011/08/16T03:36:31.210Z,28.757,143.672,10,5.2,mwc,22.5,"Bonin Islands, Japan region",earthquake
2011/08/15,2011/08/15T13:31:20.690Z,37.064,141.356,57.6,4.7,mb,116.3,"near the east coast of Honshu, Japan",earthquake
2011/08/15,2011/08/15T10:29:14.660Z,47.629,152.53,109.3,4.9,mb,103.7,Kuril Islands,earthquake
2011/08/15,2011/08/15T06:26:48.000Z,36.095,139.956,73.8,4.8,mb,62.4,"eastern Honshu, Japan",earthquake
2011/08/14,2011/08/14T20:42:03.660Z,39.867,143.177,35,4.8,mb,131.2,"off the east coast of Honshu, Japan",earthquake
2011/08/14,2011/08/14T18:16:18.180Z,37.463,142.843,10,4.6,mb,129.1,"off the east coast of Honshu, Japan",earthquake
2011/08/14,2011/08/14T09:55:54.210Z,37.153,140.842,45,4.7,mb,128.6,"eastern Honshu, Japan",earthquake
2011/08/14,2011/08/14T01:26:17.250Z,35.001,141.059,17.5,4.6,mb,86.4,"near the east coast of Honshu, Japan",earthquake
2011/08/13,2011/08/13T14:00:56.990Z,37.056,141.132,35,4.8,mb,120.4,"near the east coast of Honshu, Japan",earthquake
2011/08/13,2011/08/13T08:30:22.960Z,38.421,142.221,29.9,4.8,mb,135.8,"near the east coast of Honshu, Japan",earthquake
2011/08/12,2011/08/12T17:56:34.520Z,36.703,142.325,23.6,4.6,mb,75.2,"off the east coast of Honshu, Japan",earthquake
2011/08/11,2011/08/11T19:37:44.280Z,34.398,137.962,6.1,5,mwc,75.1,"near the south coast of Honshu, Japan",earthquake
2011/08/11,2011/08/11T18:22:04.920Z,37.034,140.893,44,5.8,mww,24.3,"eastern Honshu, Japan",earthquake
2011/08/11,2011/08/11T17:15:08.760Z,36.815,142.436,10,4.5,mb,156.7,"off the east coast of Honshu, Japan",earthquake
2011/08/11,2011/08/11T13:31:26.840Z,38.363,142.039,44.4,5.2,mwc,47.1,"near the east coast of Honshu, Japan",earthquake
2011/08/11,2011/08/11T06:47:04.670Z,36.059,142.326,35,4.7,mb,98.1,"off the east coast of Honshu, Japan",earthquake
2011/08/11,2011/08/11T01:26:17.370Z,36.23,141.179,17.3,4.7,mb,108.8,"near the east coast of Honshu, Japan",earthquake
2011/08/10,2011/08/10T04:29:50.610Z,39.098,142.376,58.9,4.5,mb,130.6,"near the east coast of Honshu, Japan",earthquake
2011/08/09,2011/08/09T23:13:21.820Z,34.056,135.528,62.6,4.8,mb,130.2,"near the south coast of western Honshu, Japan",earthquake
2011/08/09,2011/08/09T19:35:31.870Z,36.167,141.27,18.2,4.8,mb,75.9,"near the east coast of Honshu, Japan",earthquake
2011/08/09,2011/08/09T18:29:46.680Z,38.812,142.134,67.9,4.6,mb,185.6,"near the east coast of Honshu, Japan",earthquake
2011/08/09,2011/08/09T17:44:53.340Z,38.724,141.879,52.7,4.6,mb,123.6,"near the east coast of Honshu, Japan",earthquake
2011/08/08,2011/08/08T20:03:16.090Z,39.948,142.642,68.1,4.6,mb,155.1,"near the east coast of Honshu, Japan",earthquake
2011/08/08,2011/08/08T19:46:51.410Z,36.521,142.385,7.5,4.9,mb,108.4,"off the east coast of Honshu, Japan",earthquake
2011/08/08,2011/08/08T12:35:23.780Z,42.702,142.849,93.2,4.6,mb,108.1,"Hokkaido, Japan region",earthquake
2011/08/08,2011/08/08T07:19:57.030Z,37.438,141.404,59,4.6,mb,128.8,"near the east coast of Honshu, Japan",earthquake
2011/08/08,2011/08/08T01:05:38.880Z,38.727,142.297,51.2,4.6,mb,130.2,"near the east coast of Honshu, Japan",earthquake
2011/08/07,2011/08/07T23:18:31.030Z,46.685,152.582,53.5,4.8,mb,103,Kuril Islands,earthquake
2011/08/07,2011/08/07T13:33:31.980Z,37.136,140.869,35,4.5,mb,128.5,"eastern Honshu, Japan",earthquake
2011/08/07,2011/08/07T06:30:56.050Z,31.563,137.798,406.2,4.9,mb,43.8,"Izu Islands, Japan region",earthquake
2011/08/07,2011/08/07T03:34:54.700Z,36.749,140.293,35.1,4.7,mb,60.1,"near the east coast of Honshu, Japan",earthquake
2011/08/07,2011/08/07T00:27:20.100Z,39.355,143.67,20.4,4.6,mb,89.9,"off the east coast of Honshu, Japan",earthquake
2011/08/06,2011/08/06T18:41:27.070Z,36.338,141.823,40,4.9,mb,27.3,"near the east coast of Honshu, Japan",earthquake
2011/08/06,2011/08/06T17:58:42.830Z,37.751,142.405,43.2,4.8,mb,129,"off the east coast of Honshu, Japan",earthquake
2011/08/06,2011/08/06T14:45:37.080Z,37.151,141.178,56.1,4.5,mb,128.5,"near the east coast of Honshu, Japan",earthquake
2011/08/06,2011/08/06T07:14:55.290Z,35.245,140.99,25.5,5.3,mb,41.2,"near the east coast of Honshu, Japan",earthquake
2011/08/06,2011/08/06T01:03:46.210Z,37.499,143.973,36.3,4.7,mb,120.2,"off the east coast of Honshu, Japan",earthquake
2011/08/05,2011/08/05T11:16:06.470Z,37.126,140.836,36.6,4.8,mb,120.6,"eastern Honshu, Japan",earthquake
2011/08/05,2011/08/05T10:53:22.230Z,40.131,142.312,54.2,5,mwc,117.8,"near the east coast of Honshu, Japan",earthquake
2011/08/05,2011/08/05T00:29:54.720Z,34.404,140.128,73.9,4.7,mb,117,"near the east coast of Honshu, Japan",earthquake
2011/08/04,2011/08/04T17:45:29.570Z,35.714,140.876,10,4.6,mb,118.6,"near the east coast of Honshu, Japan",earthquake
2011/08/04,2011/08/04T15:09:22.520Z,30.516,130.327,104.5,4.8,mb,89.7,"Kyushu, Japan",earthquake
2011/08/04,2011/08/04T13:51:34.560Z,48.833,154.769,36,6.1,mww,28.9,Kuril Islands,earthquake
2011/08/03,2011/08/03T23:51:51.510Z,39.723,142.738,48.5,4.6,mb,79.6,"near the east coast of Honshu, Japan",earthquake
2011/08/03,2011/08/03T16:32:28.400Z,37.148,141.289,8.9,4.5,mb,128.4,"near the east coast of Honshu, Japan",earthquake
2011/08/02,2011/08/02T22:07:19.820Z,35.538,141.844,30.9,4.6,mb,135.8,"near the east coast of Honshu, Japan",earthquake
2011/08/02,2011/08/02T19:26:03.070Z,35.75,140.197,68.9,4.9,mb,128.4,"near the east coast of Honshu, Japan",earthquake
2011/08/02,2011/08/02T03:37:43.840Z,35.792,140.191,70.4,4.7,mb,126.9,"near the east coast of Honshu, Japan",earthquake
2011/08/02,2011/08/02T01:12:12.500Z,25.493,142.663,49.3,4.6,mb,102.7,"Volcano Islands, Japan region",earthquake
2011/08/01,2011/08/01T15:23:18.110Z,36.843,141.131,24.9,4.6,mb,70.8,"near the east coast of Honshu, Japan",earthquake
2011/08/01,2011/08/01T14:58:09.060Z,34.631,138.433,13,5.9,mww,23,"near the south coast of Honshu, Japan",earthquake
2011/08/01,2011/08/01T13:48:11.790Z,27.281,141.201,117.6,5.4,mb,42.6,"Bonin Islands, Japan region",earthquake
2011/08/01,2011/08/01T13:44:47.300Z,39.837,142.083,40,5.7,mww,39.7,"near the east coast of Honshu, Japan",earthquake
2011/08/01,2011/08/01T08:37:15.350Z,37.578,143.533,35,4.5,mb,136.4,"off the east coast of Honshu, Japan",earthquake
2011/08/01,2011/08/01T06:55:00.730Z,38.685,142.011,49.4,4.7,mb,123.4,"near the east coast of Honshu, Japan",earthquake
2011/08/01,2011/08/01T04:29:19.330Z,36.736,141.672,16.8,4.7,mb,104.6,"near the east coast of Honshu, Japan",earthquake
2011/08/01,2011/08/01T02:58:14.800Z,23.788,141.987,75.9,4.7,mb,84.2,"Volcano Islands, Japan region",earthquake
2011/07/31,2011/07/31T19:33:50.280Z,38.799,142.23,49.8,4.6,mb,75.7,"near the east coast of Honshu, Japan",earthquake
2011/07/31,2011/07/31T18:29:37.540Z,27.069,143.359,10,4.7,mb,105.4,"Bonin Islands, Japan region",earthquake
2011/07/31,2011/07/31T17:35:57.870Z,41.795,142.826,32.4,5.5,mb,56.5,"Hokkaido, Japan region",earthquake
2011/07/31,2011/07/31T17:32:22.680Z,36.72,140.98,24.9,4.5,mb,120,"near the east coast of Honshu, Japan",earthquake
2011/07/31,2011/07/31T12:40:05.300Z,38.642,141.928,56,4.5,mb,130.1,"near the east coast of Honshu, Japan",earthquake
2011/07/31,2011/07/31T08:46:29.760Z,39.007,142.32,60.4,4.6,mb,130.5,"near the east coast of Honshu, Japan",earthquake
2011/07/31,2011/07/31T05:20:25.870Z,41.023,141.98,70.3,4.6,mb,141.7,"Hokkaido, Japan region",earthquake
2011/07/30,2011/07/30T23:37:13.840Z,38.027,143.578,14.7,4.6,mb,157.2,"off the east coast of Honshu, Japan",earthquake
2011/07/30,2011/07/30T19:53:30.410Z,38.016,143.52,20.6,4.7,mb,71.6,"off the east coast of Honshu, Japan",earthquake
2011/07/30,2011/07/30T18:53:50.720Z,36.942,140.955,38,6.3,mww,15.6,"near the east coast of Honshu, Japan",earthquake
2011/07/30,2011/07/30T13:21:34.560Z,34.825,141.601,35,5,mwc,115.3,"off the east coast of Honshu, Japan",earthquake
2011/07/30,2011/07/30T13:10:27.240Z,36.073,142.256,10,4.8,mb,127,"off the east coast of Honshu, Japan",earthquake
2011/07/30,2011/07/30T12:54:20.990Z,27.158,143.396,9.9,4.7,mb,105.6,"Bonin Islands, Japan region",earthquake
2011/07/30,2011/07/30T12:01:47.570Z,27.066,143.242,10,4.6,mb,99.9,"Bonin Islands, Japan region",earthquake
2011/07/30,2011/07/30T11:47:49.050Z,27.095,143.401,10,4.5,mb,114.9,"Bonin Islands, Japan region",earthquake
2011/07/30,2011/07/30T09:11:49.500Z,27.074,143.403,10,4.6,mb,61.5,"Bonin Islands, Japan region",earthquake
2011/07/30,2011/07/30T06:54:45.170Z,27.108,143.28,9.3,4.9,mb,46.4,"Bonin Islands, Japan region",earthquake
2011/07/30,2011/07/30T06:12:53.070Z,35.53,142.73,10,4.6,mb,126.3,"off the east coast of Honshu, Japan",earthquake
2011/07/29,2011/07/29T23:26:17.900Z,35.734,141.137,32.7,4.5,mb,109.4,"near the east coast of Honshu, Japan",earthquake
2011/07/29,2011/07/29T23:18:37.740Z,38.343,142.442,26.1,4.5,mb,142.7,"near the east coast of Honshu, Japan",earthquake
2011/07/29,2011/07/29T18:27:47.720Z,36.741,141.946,29.6,4.9,mb,71.9,"near the east coast of Honshu, Japan",earthquake
2011/07/29,2011/07/29T14:53:18.980Z,36.689,141.871,16.9,5.4,mwc,112,"near the east coast of Honshu, Japan",earthquake
2011/07/29,2011/07/29T06:02:35.120Z,35.069,143.368,10,4.5,mb,125.9,"off the east coast of Honshu, Japan",earthquake
2011/07/28,2011/07/28T20:21:42.660Z,35.363,141.34,21.3,4.8,mb,135.6,"near the east coast of Honshu, Japan",earthquake
2011/07/28,2011/07/28T16:50:25.700Z,38.918,142.561,47.8,5.2,mb,138.8,"near the east coast of Honshu, Japan",earthquake
2011/07/28,2011/07/28T15:07:07.420Z,36.562,144.473,35,4.6,mb,112.6,"off the east coast of Honshu, Japan",earthquake
2011/07/28,2011/07/28T09:01:39.030Z,40.344,143.236,30.9,5.6,mww,78,"off the east coast of Honshu, Japan",earthquake
2011/07/27,2011/07/27T20:23:00.500Z,35.762,140.995,10,4.6,mb,126.8,"near the east coast of Honshu, Japan",earthquake
2011/07/27,2011/07/27T14:50:00.740Z,40.097,142.746,48.9,5,mwc,108.3,"near the east coast of Honshu, Japan",earthquake
2011/07/26,2011/07/26T19:17:08.170Z,48.305,153.548,92,4.8,mb,24.7,Kuril Islands,earthquake
2011/07/26,2011/07/26T13:36:01.180Z,38.436,141.904,57.7,4.6,mb,121.9,"near the east coast of Honshu, Japan",earthquake
2011/07/26,2011/07/26T13:35:26.840Z,35.775,140.787,10,4.6,mb,118.7,"near the east coast of Honshu, Japan",earthquake
2011/07/26,2011/07/26T11:34:10.180Z,25.502,142.738,10,4.6,mb,66.5,"Volcano Islands, Japan region",earthquake
2011/07/25,2011/07/25T22:58:46.610Z,42.133,142.37,64.6,4.9,mb,73.8,"Hokkaido, Japan region",earthquake
2011/07/25,2011/07/25T22:18:41.380Z,27.252,129.759,14.4,4.5,mb,159.2,"Ryukyu Islands, Japan",earthquake
2011/07/25,2011/07/25T21:33:14.620Z,39.02,142.604,11.5,4.9,mwc,67,"near the east coast of Honshu, Japan",earthquake
2011/07/25,2011/07/25T20:39:57.780Z,38.511,141.712,69.3,4.8,mb,65.2,"near the east coast of Honshu, Japan",earthquake
2011/07/25,2011/07/25T20:35:23.050Z,36.203,141.013,11.5,4.5,mb,119.3,"near the east coast of Honshu, Japan",earthquake
2011/07/25,2011/07/25T12:04:39.670Z,35.24,140.988,39,4.5,mb,117.9,"near the east coast of Honshu, Japan",earthquake
2011/07/25,2011/07/25T11:54:54.080Z,35.273,140.933,46,5.6,mwc,67.8,"near the east coast of Honshu, Japan",earthquake
2011/07/25,2011/07/25T11:10:47.320Z,38.604,142.12,35,4.8,mb,83.2,"near the east coast of Honshu, Japan",earthquake
2011/07/25,2011/07/25T11:04:46.030Z,38.571,141.876,35,5.1,mwc,114.8,"near the east coast of Honshu, Japan",earthquake
2011/07/25,2011/07/25T11:03:24.110Z,35.211,141.03,35,5,mb,133.7,"near the east coast of Honshu, Japan",earthquake
2011/07/24,2011/07/24T18:51:25.070Z,37.73,141.39,40,6.3,mww,17.1,"near the east coast of Honshu, Japan",earthquake
2011/07/24,2011/07/24T15:07:10.970Z,38.855,141.993,62.4,5.1,mwc,78,"near the east coast of Honshu, Japan",earthquake
2011/07/24,2011/07/24T14:32:12.410Z,33.868,136.141,43.3,4.7,mb,72.1,"near the south coast of western Honshu, Japan",earthquake
2011/07/24,2011/07/24T01:20:17.830Z,37.924,143.377,30,4.5,mb,107.1,"off the east coast of Honshu, Japan",earthquake
2011/07/23,2011/07/23T21:56:20.960Z,36.303,141.531,32.7,4.5,mb,127.4,"near the east coast of Honshu, Japan",earthquake
2011/07/23,2011/07/23T17:20:28.240Z,36.705,141.712,28.9,4.8,mb,130.6,"near the east coast of Honshu, Japan",earthquake
2011/07/23,2011/07/23T04:34:24.180Z,38.898,141.815,41,6.3,mww,30.4,"near the east coast of Honshu, Japan",earthquake
2011/07/23,2011/07/23T02:37:18.640Z,37.641,141.357,34.3,4.6,mb,129,"near the east coast of Honshu, Japan",earthquake
2011/07/22,2011/07/22T20:09:33.380Z,38.199,144.831,35,4.5,mb,144,"off the east coast of Honshu, Japan",earthquake
2011/07/22,2011/07/22T05:58:27.360Z,38.298,141.904,53,4.7,mb,129.7,"near the east coast of Honshu, Japan",earthquake
2011/07/22,2011/07/22T00:56:26.170Z,39.804,143.547,18.1,4.8,mb,125.5,"off the east coast of Honshu, Japan",earthquake
2011/07/21,2011/07/21T23:01:41.220Z,35.167,139.255,102.4,4.6,mb,151.2,"near the south coast of Honshu, Japan",earthquake
2011/07/21,2011/07/21T22:48:38.160Z,35.579,140.96,45.9,4.6,mb,118.4,"near the east coast of Honshu, Japan",earthquake
2011/07/21,2011/07/21T20:01:58.400Z,36.027,141.124,35,4.6,mb,127.1,"near the east coast of Honshu, Japan",earthquake
2011/07/21,2011/07/21T18:09:12.740Z,39.32,143.729,16.5,4.6,mb,143.1,"off the east coast of Honshu, Japan",earthquake
2011/07/21,2011/07/21T01:03:30.950Z,39.632,143.466,28.9,5.1,mwc,125.6,"off the east coast of Honshu, Japan",earthquake
2011/07/20,2011/07/20T23:56:13.020Z,39.576,143.848,26.4,4.5,mb,119.5,"off the east coast of Honshu, Japan",earthquake
2011/07/20,2011/07/20T19:18:14.840Z,27.236,128.2,63.9,5.3,mwc,54.9,"Ryukyu Islands, Japan",earthquake
2011/07/20,2011/07/20T13:09:43.820Z,38.514,142.115,45.8,4.5,mb,135.7,"near the east coast of Honshu, Japan",earthquake
2011/07/20,2011/07/20T10:59:35.840Z,39.829,143.771,21.4,4.6,mb,156.3,"off the east coast of Honshu, Japan",earthquake
2011/07/19,2011/07/19T21:07:42.380Z,36.244,144.545,35,4.8,mb,41.8,"off the east coast of Honshu, Japan",earthquake
2011/07/19,2011/07/19T13:08:31.720Z,37.985,143.248,19.6,4.8,mb,73.3,"off the east coast of Honshu, Japan",earthquake
2011/07/19,2011/07/19T01:38:51.280Z,37.386,141.575,24.4,5.2,mwc,97.7,"near the east coast of Honshu, Japan",earthquake
2011/07/18,2011/07/18T21:00:25.390Z,37.44,141.984,19.1,4.7,mb,130.8,"near the east coast of Honshu, Japan",earthquake
2011/07/18,2011/07/18T16:00:22.560Z,38.303,142.226,48.7,4.6,mb,129.7,"near the east coast of Honshu, Japan",earthquake
2011/07/18,2011/07/18T14:54:31.120Z,35.251,143.46,10,4.6,mb,158.6,"off the east coast of Honshu, Japan",earthquake
2011/07/18,2011/07/18T14:24:58.540Z,39.507,143.569,32,4.8,mb,156.3,"off the east coast of Honshu, Japan",earthquake
2011/07/17,2011/07/17T06:18:18.620Z,37.203,143.475,10,4.5,mb,128.2,"off the east coast of Honshu, Japan",earthquake
2011/07/16,2011/07/16T13:23:04.630Z,38.938,141.952,65.9,4.7,mb,135.6,"near the east coast of Honshu, Japan",earthquake
2011/07/16,2011/07/16T05:17:42.160Z,37.07,141.116,60.8,4.7,mb,83.5,"near the east coast of Honshu, Japan",earthquake
2011/07/16,2011/07/16T02:09:09.920Z,39.117,144.48,27.4,4.5,mb,136.6,"off the east coast of Honshu, Japan",earthquake
2011/07/15,2011/07/15T18:00:23.940Z,27.016,140.128,472.3,5.4,mwc,32.1,"Bonin Islands, Japan region",earthquake
2011/07/15,2011/07/15T17:39:53.400Z,26.352,144.49,10,4.6,mb,157.5,"Bonin Islands, Japan region",earthquake
2011/07/15,2011/07/15T12:01:12.200Z,36.128,139.85,88.7,5.5,mwc,42.1,"eastern Honshu, Japan",earthquake
2011/07/15,2011/07/15T06:02:46.100Z,38.073,143.537,36.8,4.6,mb,157.1,"off the east coast of Honshu, Japan",earthquake
2011/07/15,2011/07/15T05:57:20.340Z,38.125,143.499,25,4.9,mb,111.7,"off the east coast of Honshu, Japan",earthquake
2011/07/14,2011/07/14T15:41:21.080Z,36.718,142.486,29.3,4.5,mb,81.3,"off the east coast of Honshu, Japan",earthquake
2011/07/14,2011/07/14T15:37:20.640Z,36.732,142.357,40.3,4.5,mb,99.6,"off the east coast of Honshu, Japan",earthquake
2011/07/14,2011/07/14T15:29:46.610Z,36.687,142.442,5.8,4.6,mb,96.6,"off the east coast of Honshu, Japan",earthquake
2011/07/14,2011/07/14T15:02:48.870Z,36.687,142.45,17.8,4.7,mb,136,"off the east coast of Honshu, Japan",earthquake
2011/07/14,2011/07/14T04:10:55.070Z,36.934,141.136,21.5,5,mwc,71,"near the east coast of Honshu, Japan",earthquake
2011/07/14,2011/07/14T01:34:57.950Z,38.589,141.655,68.3,4.9,mb,130.1,"near the east coast of Honshu, Japan",earthquake
2011/07/13,2011/07/13T18:49:58.970Z,38.381,142.301,36,4.6,mb,116.7,"near the east coast of Honshu, Japan",earthquake
2011/07/13,2011/07/13T06:37:00.670Z,37.813,143.399,36.5,4.5,mb,120.7,"off the east coast of Honshu, Japan",earthquake
2011/07/13,2011/07/13T04:10:54.160Z,38.918,142.45,44.2,4.5,mb,120.9,"near the east coast of Honshu, Japan",earthquake
2011/07/13,2011/07/13T01:44:19.460Z,37.813,143.527,9.6,4.5,mb,136.4,"off the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T20:56:36.020Z,37.343,142.464,12.6,4.7,mb,125.8,"off the east coast of Honshu, Japan",earthquake
2011/07/12,2011/07/12T20:47:13.780Z,37.348,141.015,32,5.1,mwc,78,"near the east coast of Honshu, Japan",earthquake
